lambda,pbSimulation,pdSimulation,pbAnalytical,pdAnalytical
2.9000000000000012,0.004513,0.671636,0.003922177017200135,0.6589632933165173
3.0000000000000013,0.005703,0.681734,0.005005739785752708,0.6679961987338704
3.1000000000000014,0.007046,0.687839,0.006297921958363507,0.6763258075208537
3.2000000000000015,0.008477,0.693571,0.00781862319033262,0.6839575359782321
3.3000000000000016,0.010801,0.700561,0.009586260932529114,0.6908977562046973
3.4000000000000017,0.012854,0.70637,0.011617320717090958,0.697154070891745
3.5000000000000018,0.014972,0.710613,0.0139259726082233,0.7027355656339043
3.600000000000002,0.017933,0.714881,0.016523767207287793,0.7076530188328065
3.700000000000002,0.020654,0.719166,0.019419419413189944,0.7119190550043144
3.800000000000002,0.024626,0.722008,0.02261868293156883,0.7155482331131162
3.900000000000002,0.02783,0.723348,0.02612431369332656,0.7185570670184601
4.000000000000002,0.031337,0.725997,0.029936116191738107,0.7209639798786438
4.100000000000001,0.035612,0.726341,0.034051063481108465,0.7227891982062438
4.200000000000001,0.040449,0.727828,0.03846347929567423,0.7240545940816918
4.300000000000001,0.045251,0.72829,0.04316526944539559,0.7247834858136349
4.4,0.05072,0.728038,0.04814618924712035,0.7250004081574177
4.5,0.055373,0.727576,0.05339413412126886,0.7247308632034924
4.6,0.061378,0.72506,0.05889544145958785,0.724001062394828
4.699999999999999,0.066757,0.725422,0.0646351932720535,0.7228376690071442
4.799999999999999,0.072577,0.72317,0.0705975107810613,0.7212675490020941
4.899999999999999,0.079001,0.721027,0.07676583389849143,0.7193175365959895
4.999999999999998,0.085922,0.718178,0.08312318027289307,0.7170142193028222
5.099999999999998,0.092461,0.714735,0.08965238023664791,0.7143837457074395
5.1999999999999975,0.099717,0.711661,0.09633628545276204,0.7114516578703108
5.299999999999997,0.105403,0.709061,0.1031579503206308,0.7082427490999611
5.399999999999997,0.112013,0.705313,0.1101007862345908,0.7047809468710058
5.4999999999999964,0.120145,0.700717,0.1171486896004072,0.7010892199154044
5.599999999999996,0.126704,0.697257,0.12428614511743723,0.6971895079600089
5.699999999999996,0.133878,0.693377,0.13149830625038558,0.693102672204517
5.799999999999995,0.140693,0.688938,0.138771055070884,0.6888484644057995
5.899999999999995,0.148558,0.684281,0.14609104377350826,0.6844455123309189
5.999999999999995,0.155875,0.679593,0.15344572019048233,0.6799113193361899
6.099999999999994,0.161984,0.674912,0.16082333956927367,0.6752622758994281
6.199999999999994,0.171403,0.670155,0.16821296475967434,0.670513681055994
6.299999999999994,0.178163,0.665038,0.17560445680058281,0.6656797718483933
6.399999999999993,0.186159,0.660028,0.1829884577169896,0.660773759079297
6.499999999999993,0.193021,0.65579,0.19035636714687998,0.6558078678472294
6.5999999999999925,0.200676,0.650158,0.1977003142252781,0.6507933815339186
6.699999999999992,0.207563,0.645637,0.2050131259653685,0.6457406880958989
6.799999999999992,0.214769,0.640699,0.21228829319934758,0.6406593276859057
6.8999999999999915,0.223123,0.634202,0.21951993497749445,0.6355580407890227
6.999999999999991,0.22851,0.630236,0.22670276217467886,0.6304448162028583
7.099999999999991,0.236462,0.624817,0.23383204091989737,0.6253269383196342
7.19999999999999,0.242763,0.619356,0.2409035563464343,0.6202110332810735
7.29999999999999,0.250293,0.614342,0.24791357705734907,0.6151031136750138
7.39999999999999,0.256746,0.609927,0.25485882061228327,0.6100086215266831
7.499999999999989,0.263149,0.604657,0.26173642026595045,0.6049324694087456
7.599999999999989,0.271065,0.5991,0.2685438931248777,0.5998790795537825
7.699999999999989,0.276618,0.594727,0.275279109835742,0.5948524209021254
7.799999999999988,0.283972,0.589178,0.28194026587474086,0.5898560440581483
7.899999999999988,0.289271,0.585313,0.2885258544716558,0.5848931141604459
7.999999999999988,0.296658,0.579721,0.295034641173504,0.579966441696883
