lambda,pbSimulation,pdSimulation,pbAnalytical,pdAnalytical
0.1,0.0,0.35162,8.780956849895678E-20,0.34459000579638266
0.2,0.0,0.36451,3.3532969933817205E-16,0.35612651361697767
0.30000000000000004,0.0,0.38038,4.04691268250868E-14,0.3679238270021577
0.4,0.0,0.39473,1.1855233957067694E-12,0.3799601787627096
0.5,0.0,0.41239,1.596970039232558E-11,0.39221119116294373
0.6,0.0,0.42504,1.3148182815821193E-10,0.4046500642105494
0.7,0.0,0.43583,7.700761596149054E-10,0.4172478240137552
0.7999999999999999,0.0,0.44882,3.512719677672548E-9,0.4299736271426038
0.8999999999999999,0.0,0.46292,1.3230323722586224E-8,0.44279511408255956
0.9999999999999999,0.0,0.4779,4.2819388237901524E-8,0.45567880200600697
1.0999999999999999,0.0,0.4887,1.2252148509830503E-7,0.46859050440186806
1.2,0.0,0.50401,3.165286965709569E-7,0.4814957628274119
1.3,0.0,0.5142,7.501999955409576E-7,0.49436027443182146
1.4000000000000001,0.0,0.53094,1.6515721344805348E-6,0.5071502981898023
1.5000000000000002,0.0,0.5391,3.410782418343336E-6,0.5198330231686538
1.6000000000000003,0.0,0.55347,6.6604057508700906E-6,0.5323768837414906
1.7000000000000004,0.0,0.56339,1.2378485695811153E-5,0.5447518094462693
1.8000000000000005,2.0E-5,0.57827,2.2014234567197808E-5,0.5569294010399473
1.9000000000000006,2.0E-5,0.58518,3.7634106876133044E-5,0.5688830289496307
2.0000000000000004,4.0E-5,0.60096,6.208341207280093E-5,0.5805878554152664
2.1000000000000005,1.0E-4,0.61065,9.915608527476929E-5,0.5920207867229812
2.2000000000000006,2.5E-4,0.62093,1.5376296678040456E-4,0.6031603665977913
2.3000000000000007,2.1E-4,0.62816,2.3208723416178872E-4,0.6139866256435295
2.400000000000001,3.2E-4,0.6397,3.4171472380485184E-4,0.6244809043480576
2.500000000000001,3.0E-4,0.65009,4.917269382795968E-4,0.6346256683876503
2.600000000000001,8.7E-4,0.65989,6.927456338393383E-4,0.6444043346754186
2.700000000000001,7.2E-4,0.66741,9.569199858784957E-4,0.6538011248557796
2.800000000000001,0.00131,0.67772,0.001297850303547295,0.6628009599338828
2.9000000000000012,0.00193,0.68551,0.0017304458824774465,0.6713894057392837
3.0000000000000013,0.00191,0.6899,0.0022707185547141233,0.6795526743283086
3.1000000000000014,0.00373,0.69858,0.002935517489124105,0.6872776816392658
3.2000000000000015,0.00405,0.70614,0.0037422144828742196,0.694552157136217
3.3000000000000016,0.00494,0.71209,0.0047083520652344505,0.7013647971764777
3.4000000000000017,0.00521,0.71719,0.005851268969764236,0.7077054507066378
3.5000000000000018,0.00683,0.72174,0.007187718763465139,0.713565323827006
3.600000000000002,0.008,0.72779,0.008733497590374053,0.718937188851655
3.700000000000002,0.01085,0.73005,0.010503096127355116,0.7238155837090389
3.800000000000002,0.01259,0.73437,0.012509389083577443,0.7281969887581836
3.900000000000002,0.01408,0.73891,0.01476337309314803,0.7320799701435647
4.000000000000002,0.01652,0.74202,0.01727396088785298,0.7354652814346767
